# a Fx[N] Fy[N] Fz[N] Nx[Nm] Ny[Nm] Nz[Nm]
2.1245 -1.40189e-13 2.32572e-29 8.69557e-14 5.13513e-36 5.25968e-23 2.42057e-36
2.125 -1.41495e-13 2.24581e-29 9.00381e-14 6.61635e-36 5.78177e-23 -2.94404e-36
2.1255 -1.42524e-13 1.04952e-29 9.43581e-14 3.6244e-36 6.52731e-23 1.0854e-36
2.126 -1.42818e-13 -1.82456e-30 9.88441e-14 6.67024e-36 7.30186e-23 7.88249e-36
2.1265 -1.42244e-13 -2.41875e-29 1.00255e-13 -7.79371e-36 7.51641e-23 -2.64549e-36
2.127 -1.41715e-13 -1.8562e-29 9.72601e-14 4.66031e-36 6.92861e-23 7.74262e-36
2.1275 -1.41963e-13 -3.12101e-29 9.29002e-14 -5.75202e-36 6.09044e-23 -5.22751e-36
2.128 -1.42813e-13 -2.71046e-29 8.94537e-14 -8.08055e-37 5.41621e-23 -2.56007e-36
2.1285 -1.43934e-13 -2.23768e-29 8.71865e-14 2.88717e-36 4.95448e-23 -3.85166e-36
2.129 -1.45148e-13 -3.58957e-29 8.57715e-14 -4.8544e-36 4.64591e-23 -2.51949e-36
2.1295 -1.46386e-13 -2.74492e-29 8.49041e-14 -4.31851e-36 4.43523e-23 -6.63242e-37
2.13 -1.47623e-13 -3.62457e-29 8.43858e-14 -9.76261e-36 4.28634e-23 1.15232e-36
2.1305 -1.48851e-13 -2.96679e-29 8.40957e-14 -1.32591e-35 4.17729e-23 6.34935e-37
2.131 -1.50069e-13 -3.2015e-29 8.39605e-14 -2.88382e-36 4.09475e-23 -4.09136e-37
2.1315 -1.5128e-13 -1.29264e-29 8.39346e-14 6.48412e-36 4.03043e-23 -2.5e-36
2.132 -1.52484e-13 -1.84859e-29 8.3989e-14 1.15524e-35 3.97904e-23 -2.23595e-36
2.1325 -1.53684e-13 -1.21332e-29 8.41045e-14 3.6466e-36 3.9371e-23 1.40341e-36
2.133 -1.54881e-13 -1.22215e-29 8.42682e-14 2.823e-36 3.90226e-23 -4.85838e-36
2.1335 -1.56077e-13 -2.17724e-29 8.44712e-14 4.94019e-36 3.87288e-23 -7.63287e-36
2.134 -1.57272e-13 -1.66431e-29 8.47072e-14 -2.05933e-36 3.84781e-23 -5.32973e-36
2.1345 -1.58469e-13 -1.97302e-29 8.49716e-14 -8.87907e-36 3.82622e-23 6.95043e-36
2.135 -1.59667e-13 7.75854e-30 8.52611e-14 -6.15036e-36 3.80747e-23 -3.94668e-36
2.1355 -1.60868e-13 -1.94182e-29 8.55732e-14 6.3711e-36 3.79111e-23 -1.16561e-36
2.136 -1.62071e-13 -1.19198e-29 8.59059e-14 4.0692e-37 3.77678e-23 3.46529e-36
2.1365 -1.63278e-13 -2.43851e-29 8.62579e-14 1.95985e-36 3.7642e-23 3.2992e-36
2.137 -1.64489e-13 -1.94803e-29 8.66281e-14 1.4975e-36 3.75317e-23 -2.37608e-36
2.1375 -1.65703e-13 -1.19735e-29 8.70154e-14 1.44141e-36 3.7435e-23 -4.17568e-37
2.138 -1.66922e-13 -9.31064e-30 8.74194e-14 1.46228e-35 3.73506e-23 -2.20362e-38
2.1385 -1.68145e-13 -7.21402e-30 8.78394e-14 1.07522e-35 3.72775e-23 2.94904e-36
2.139 -1.69373e-13 -7.03622e-30 8.82751e-14 -8.41229e-36 3.72146e-23 -3.49361e-36
2.1395 -1.70606e-13 -3.03853e-29 8.87261e-14 -3.65352e-36 3.71613e-23 2.97967e-36
2.14 -1.71843e-13 1.81415e-30 8.91921e-14 -9.74342e-36 3.71168e-23 -2.01378e-36
2.1405 -1.73086e-13 -1.29109e-29 8.96731e-14 7.47942e-36 3.70808e-23 2.54961e-36
2.141 -1.74334e-13 -7.9462e-30 9.01688e-14 2.67439e-36 3.70528e-23 2.10716e-36
2.1415 -1.75587e-13 -1.10088e-30 9.06792e-14 -6.96056e-36 3.70324e-23 -1.31376e-36
2.142 -1.76845e-13 -1.02404e-29 9.12041e-14 5.28005e-36 3.70194e-23 -3.88081e-36
2.1425 -1.78109e-13 -2.28947e-29 9.17437e-14 -5.4469e-36 3.70134e-23 3.26963e-36
2.143 -1.79378e-13 -5.62634e-30 9.22979e-14 8.86116e-37 3.70143e-23 2.11287e-36
2.1435 -1.80653e-13 -3.1924e-30 9.28666e-14 4.68283e-36 3.70218e-23 2.58166e-36
2.144 -1.81933e-13 -2.13317e-29 9.345e-14 9.85908e-36 3.70359e-23 8.86702e-37
2.1445 -1.83218e-13 -2.27792e-29 9.40481e-14 3.6007e-36 3.70565e-23 1.72668e-36
2.145 -1.84508e-13 -2.33931e-29 9.46609e-14 1.1106e-36 3.70833e-23 1.50753e-37
2.1455 -1.85804e-13 -8.29988e-30 9.52887e-14 3.804e-36 3.71165e-23 -3.10544e-36
2.146 -1.87106e-13 -1.06372e-29 9.59314e-14 -3.89348e-36 3.71558e-23 -1.92381e-36
2.1465 -1.88412e-13 -1.75739e-29 9.65892e-14 -1.40093e-36 3.72013e-23 -1.33002e-35
2.147 -1.89724e-13 -5.84532e-30 9.72622e-14 -7.07248e-36 3.7253e-23 2.60877e-36
2.1475 -1.91041e-13 -2.35329e-29 9.79505e-14 -4.56687e-36 3.73109e-23 8.55465e-37
2.148 -1.92363e-13 -1.86631e-29 9.86544e-14 9.16535e-36 3.73749e-23 1.95421e-36
2.1485 -1.9369e-13 -8.50206e-30 9.93739e-14 -1.10734e-35 3.7445e-23 -5.53958e-36
2.149 -1.95022e-13 -2.60514e-29 1.00109e-13 6.18304e-36 3.75215e-23 -2.09821e-36
2.1495 -1.96359e-13 -1.49814e-29 1.00861e-13 9.77202e-36 3.76041e-23 -1.89844e-36
2.15 -1.97701e-13 -1.88324e-29 1.01628e-13 1.0176e-35 3.76932e-23 -4.32602e-36
2.1505 -1.99047e-13 -1.3511e-29 1.02412e-13 5.67824e-36 3.77886e-23 -6.98465e-39
2.151 -2.00398e-13 -3.37526e-30 1.03213e-13 5.94139e-36 3.78906e-23 -2.90864e-36
2.1515 -2.01754e-13 -6.61516e-30 1.04031e-13 -9.15057e-37 3.79992e-23 -4.03444e-36
2.152 -2.03113e-13 -1.58612e-29 1.04865e-13 2.07192e-36 3.81144e-23 -2.51969e-36
2.1525 -2.04477e-13 -5.45021e-29 1.05717e-13 -1.7165e-36 3.82366e-23 -8.17045e-36
2.153 -2.05846e-13 -2.94035e-29 1.06587e-13 -6.2782e-36 3.83657e-23 -1.99392e-36
2.1535 -2.07218e-13 -2.97635e-29 1.07474e-13 5.3209e-36 3.8502e-23 -6.98213e-36
2.154 -2.08594e-13 -2.26477e-29 1.08379e-13 -1.98576e-36 3.86456e-23 -2.81843e-36
2.1545 -2.09973e-13 -2.95481e-29 1.09303e-13 -5.91092e-37 3.87967e-23 1.58503e-36
2.155 -2.11356e-13 -7.39421e-30 1.10246e-13 1.03755e-35 3.89554e-23 1.87002e-36
2.1555 -2.12742e-13 -4.17084e-29 1.11207e-13 1.26265e-35 3.91221e-23 -2.75065e-36
2.156 -2.14131e-13 -6.23288e-29 1.12188e-13 3.77867e-36 3.9297e-23 3.22433e-36
2.1565 -2.15523e-13 -4.0588e-29 1.13189e-13 -3.74529e-36 3.94803e-23 -1.32461e-36
2.157 -2.16918e-13 1.38238e-30 1.1421e-13 -1.22661e-36 3.96722e-23 3.64471e-36
2.1575 -2.18315e-13 -4.23323e-29 1.15251e-13 -5.90579e-36 3.98731e-23 -3.36971e-36
2.158 -2.19714e-13 -2.83992e-29 1.16312e-13 -1.35346e-36 4.00833e-23 -4.33479e-36
2.1585 -2.21115e-13 -5.98314e-29 1.17395e-13 4.09748e-36 4.03031e-23 8.57897e-36
2.159 -2.22517e-13 -9.26006e-29 1.185e-13 -1.40193e-36 4.05329e-23 -6.04883e-37
2.1595 -2.23921e-13 -8.21026e-29 1.19626e-13 2.73916e-36 4.07731e-23 8.22375e-37
2.16 -2.25326e-13 -1.26714e-28 1.20775e-13 1.33243e-36 4.10241e-23 -1.1128e-36
2.1605 -2.26732e-13 -3.00322e-29 1.21947e-13 -3.36934e-36 4.12863e-23 3.75553e-37
2.161 -2.28137e-13 -7.25203e-29 1.23143e-13 3.35509e-36 4.15603e-23 7.71695e-36
2.1615 -2.29543e-13 -6.33909e-29 1.24362e-13 1.24837e-36 4.18466e-23 1.5835e-36
2.162 -2.30948e-13 -2.94647e-29 1.25606e-13 3.44627e-36 4.21457e-23 3.90652e-36
2.1625 -2.32353e-13 -2.53419e-29 1.26875e-13 7.43828e-36 4.24582e-23 7.88989e-37
2.163 -2.33756e-13 -1.11752e-28 1.2817e-13 5.3373e-36 4.27848e-23 1.47738e-36
2.1635 -2.35157e-13 -2.70582e-29 1.29491e-13 1.96331e-35 4.31261e-23 1.98194e-36
2.164 -2.36556e-13 -1.92328e-28 1.30839e-13 -8.13369e-36 4.34831e-23 5.80768e-37
2.1645 -2.37952e-13 -2.5115e-28 1.32215e-13 9.73375e-37 4.38563e-23 -2.62794e-36
2.165 -2.39346e-13 -2.8549e-28 1.3362e-13 1.2112e-35 4.42468e-23 3.69221e-36
2.1655 -2.40735e-13 -1.02459e-27 1.35053e-13 -5.95048e-37 4.46555e-23 7.64036e-37
2.166 -2.4212e-13 -2.60094e-25 1.36517e-13 -2.12634e-35 4.50834e-23 2.62249e-36
2.1665 -2.435e-13 1.22348e-27 1.38013e-13 -3.97967e-36 4.55317e-23 -6.8297e-36
2.167 -2.44874e-13 5.36567e-28 1.3954e-13 -5.7624e-36 4.60014e-23 9.9166e-37
2.1675 -2.46241e-13 4.18196e-28 1.411e-13 -1.16262e-35 4.6494e-23 -5.29814e-37
2.168 -2.47602e-13 2.06575e-28 1.42695e-13 6.35221e-36 4.70109e-23 4.28814e-36
2.1685 -2.48954e-13 2.55514e-28 1.44325e-13 -4.49707e-36 4.75535e-23 -4.43363e-36
2.169 -2.50298e-13 1.2399e-28 1.45992e-13 4.30956e-37 4.81237e-23 -8.20846e-37
2.1695 -2.51632e-13 1.83208e-28 1.47698e-13 5.76092e-36 4.87231e-23 -4.8607e-37
2.17 -2.52955e-13 1.49169e-28 1.49443e-13 -1.69717e-37 4.93539e-23 7.84197e-37
2.1705 -2.54266e-13 2.61411e-29 1.51229e-13 -5.68208e-37 5.00182e-23 6.18463e-36
2.171 -2.55565e-13 5.79614e-29 1.53058e-13 -1.01689e-35 5.07183e-23 3.51162e-36
2.1715 -2.56849e-13 3.93762e-29 1.54933e-13 1.2467e-36 5.1457e-23 -6.33488e-36
2.172 -2.58118e-13 7.66894e-29 1.56855e-13 2.73683e-36 5.2237e-23 -8.03392e-36
2.1725 -2.59371e-13 1.25056e-28 1.58826e-13 6.82435e-38 5.30616e-23 -1.38713e-36
2.173 -2.60605e-13 7.61934e-29 1.6085e-13 6.62985e-36 5.39343e-23 -3.65105e-36
2.1735 -2.6182e-13 1.01528e-28 1.62928e-13 6.60981e-36 5.48588e-23 2.28617e-36
2.174 -2.63014e-13 1.0231e-28 1.65064e-13 6.20911e-36 5.58394e-23 1.95989e-36
2.1745 -2.64185e-13 9.84717e-29 1.67261e-13 -8.93261e-37 5.68809e-23 2.64902e-36
2.175 -2.65331e-13 1.36994e-29 1.69524e-13 9.49618e-36 5.79885e-23 4.41923e-36
2.1755 -2.6645e-13 8.29546e-29 1.71855e-13 1.84114e-35 5.9168e-23 7.46756e-36
2.176 -2.6754e-13 7.21857e-29 1.7426e-13 1.31685e-35 6.04258e-23 -1.63116e-36
2.1765 -2.68599e-13 9.76035e-29 1.76744e-13 7.97718e-36 6.17693e-23 3.31397e-37
2.177 -2.69624e-13 6.48171e-29 1.79312e-13 1.97612e-36 6.32065e-23 -5.16864e-36
2.1775 -2.70613e-13 5.9461e-29 1.81972e-13 -2.71819e-36 6.47465e-23 -3.41319e-36
2.178 -2.71561e-13 9.17779e-29 1.84729e-13 9.27719e-36 6.63997e-23 4.23161e-36
2.1785 -2.72467e-13 3.20445e-29 1.87593e-13 -3.27683e-36 6.81775e-23 3.06619e-36
2.179 -2.73327e-13 7.82608e-29 1.90572e-13 1.22249e-35 7.00931e-23 5.0151e-36
2.1795 -2.74137e-13 1.02158e-28 1.93676e-13 -4.1885e-36 7.21614e-23 1.20759e-36
2.18 -2.74892e-13 6.26273e-29 1.96918e-13 -1.37684e-35 7.43992e-23 -3.73117e-36
2.1805 -2.75589e-13 8.89311e-29 2.00311e-13 2.58711e-37 7.6826e-23 1.53765e-36
2.181 -2.76222e-13 1.00889e-28 2.03871e-13 2.23778e-36 7.94639e-23 -4.48862e-36
2.1815 -2.76786e-13 8.18967e-29 2.07614e-13 5.23096e-36 8.23383e-23 -3.54516e-38
2.182 -2.77276e-13 8.59434e-29 2.11561e-13 -3.7353e-36 8.54789e-23 -1.20163e-36
2.1825 -2.77684e-13 1.07788e-28 2.15737e-13 1.47576e-35 8.89197e-23 3.53702e-36
2.183 -2.78003e-13 1.1112e-28 2.20168e-13 -1.16878e-35 9.27005e-23 -5.84351e-36
2.1835 -2.78226e-13 9.24081e-29 2.24886e-13 -1.02926e-36 9.68678e-23 8.82178e-36
2.184 -2.78344e-13 1.07522e-28 2.29929e-13 -7.91437e-36 1.01476e-22 -5.0343e-36
2.1845 -2.78346e-13 1.03914e-28 2.35341e-13 1.03056e-35 1.06591e-22 -1.26717e-36
2.185 -2.78224e-13 1.16775e-28 2.41174e-13 -5.90092e-38 1.12287e-22 -1.15157e-36
2.1855 -2.77963e-13 1.03127e-28 2.47492e-13 3.7126e-36 1.18657e-22 -8.27382e-36
2.186 -2.77552e-13 1.19891e-28 2.54369e-13 1.2226e-35 1.25811e-22 -1.20983e-35
2.1865 -2.76975e-13 1.06465e-28 2.61895e-13 1.37412e-35 1.33881e-22 9.22339e-36
2.187 -2.76216e-13 1.40125e-28 2.70179e-13 6.46891e-37 1.43028e-22 1.44354e-35
2.1875 -2.75256e-13 1.11255e-28 2.79356e-13 -1.89461e-37 1.53451e-22 1.20898e-36
2.188 -2.74076e-13 1.67867e-28 2.89591e-13 -7.6811e-36 1.65392e-22 3.16713e-36
2.1885 -2.72653e-13 1.24244e-28 3.01088e-13 -2.64367e-36 1.79156e-22 4.2215e-36
2.189 -2.70964e-13 1.56873e-28 3.14104e-13 9.03272e-36 1.95123e-22 8.6752e-36
2.1895 -2.68982e-13 1.54608e-28 3.28961e-13 6.46162e-36 2.13774e-22 1.60137e-36
2.19 -2.6668e-13 1.7909e-28 3.46073e-13 -6.94156e-36 2.35727e-22 8.39527e-36
2.1905 -2.64033e-13 1.57232e-28 3.65969e-13 -4.79272e-36 2.61775e-22 1.03641e-35
2.191 -2.61019e-13 2.10523e-28 3.8934e-13 7.89638e-36 2.92954e-22 -9.76902e-36
2.1915 -2.57623e-13 1.86205e-28 4.17091e-13 -6.19811e-36 3.3063e-22 1.75928e-35
2.192 -2.5385e-13 2.90462e-28 4.50422e-13 -5.30295e-36 3.76618e-22 1.32785e-36
2.1925 -2.49738e-13 2.65959e-28 4.9094e-13 -2.64786e-35 4.33355e-22 1.15633e-35
2.193 -2.4539e-13 3.20552e-28 5.40804e-13 1.27692e-35 5.04135e-22 1.30075e-35
2.1935 -2.4102e-13 3.1388e-28 6.0293e-13 1.11829e-35 5.93421e-22 -8.69974e-36
2.194 -2.37052e-13 4.46389e-28 6.81218e-13 5.71662e-35 7.07225e-22 7.51433e-36
2.1945 -2.34264e-13 4.31656e-28 7.80766e-13 8.35703e-36 8.53467e-22 3.45533e-36
2.195 -2.34051e-13 8.30333e-28 9.07831e-13 -2.56428e-35 1.04199e-21 3.16098e-36
2.1955 -2.38801e-13 1.96917e-27 1.06896e-12 -2.08388e-35 1.28334e-21 2.62429e-35
2.196 -2.52308e-13 -1.58438e-27 1.26794e-12 -7.12084e-36 1.58431e-21 -7.55487e-35
2.1965 -2.7976e-13 -2.99006e-28 1.49842e-12 -2.62946e-36 1.93673e-21 -1.91288e-35
2.197 -3.26048e-13 -3.03632e-28 1.73159e-12 -2.75235e-35 2.29844e-21 -4.25302e-35
2.1975 -3.91049e-13 -2.52646e-28 1.90842e-12 8.29027e-36 2.58017e-21 -7.86436e-35
2.198 -4.64393e-13 -3.53562e-28 1.9608e-12 1.17807e-35 2.67616e-21 1.69668e-35
2.1985 -5.28391e-13 -4.17085e-28 1.86451e-12 -1.43889e-35 2.54487e-21 -4.77855e-36
2.199 -5.70304e-13 -2.14066e-28 1.66318e-12 -6.26904e-36 2.24873e-21 -4.15113e-35
2.1995 -5.89313e-13 -3.56348e-28 1.42738e-12 5.69832e-36 1.89413e-21 -5.30942e-36
2.2 -5.91948e-13 -4.87815e-28 1.20741e-12 4.83693e-35 1.55887e-21 2.17512e-35
2.2005 -5.85397e-13 -2.28303e-28 1.02359e-12 3.72587e-35 1.2757e-21 -1.58347e-36
2.201 -5.74704e-13 -2.50534e-28 8.77756e-13 -2.29594e-35 1.04876e-21 -1.85504e-35
2.2015 -5.6275e-13 -3.21809e-28 7.64477e-13 3.48751e-36 8.70648e-22 -2.07451e-35
2.202 -5.50982e-13 -2.26572e-28 6.76923e-13 3.76688e-35 7.31448e-22 4.77864e-35
2.2025 -5.40042e-13 -1.63822e-28 6.09038e-13 5.03959e-35 6.22186e-22 4.77901e-36
2.203 -5.30153e-13 -2.18711e-28 5.56037e-13 2.69092e-35 5.35692e-22 -8.78055e-36
2.2035 -5.21341e-13 -2.72868e-28 5.14305e-13 4.04903e-35 4.66514e-22 -2.06875e-35
2.204 -5.1354e-13 -1.76869e-28 4.81162e-13 3.91104e-36 4.10583e-22 -1.45319e-36
2.2045 -5.0665e-13 -1.64902e-28 4.54627e-13 -5.72333e-36 3.64876e-22 1.16404e-35
2.205 -5.00564e-13 -2.0644e-28 4.33226e-13 2.4465e-35 3.27139e-22 2.15404e-35
2.2055 -4.95182e-13 -1.4468e-28 4.1586e-13 4.0297e-36 2.95683e-22 1.62081e-35
2.206 -4.90412e-13 -1.58035e-28 4.01696e-13 -2.00928e-36 2.69225e-22 -1.75435e-36
2.2065 -4.86171e-13 -1.50804e-28 3.90101e-13 -7.85391e-37 2.46785e-22 -1.66046e-35
2.207 -4.82391e-13 -1.3889e-28 3.80587e-13 -1.074e-35 2.27608e-22 -1.66278e-35
2.2075 -4.79011e-13 -1.45988e-28 3.72774e-13 -1.1224e-35 2.11102e-22 -7.76373e-36
2.208 -4.75979e-13 -1.42331e-28 3.66363e-13 1.93288e-35 1.96803e-22 -3.6354e-36
2.2085 -4.73251e-13 -1.19991e-28 3.61117e-13 -1.15824e-35 1.8434e-22 4.28933e-36
2.209 -4.70788e-13 -1.22607e-28 3.56847e-13 8.36027e-36 1.73418e-22 8.57357e-36
2.2095 -4.68557e-13 -1.70642e-28 3.534e-13 -4.49789e-37 1.63797e-22 -5.01907e-36
2.21 -4.66531e-13 -1.55719e-28 3.5065e-13 9.19597e-36 1.55281e-22 -3.89075e-36
2.2105 -4.64685e-13 -1.43578e-28 3.48497e-13 -3.45089e-36 1.4771e-22 -3.86258e-36
2.211 -4.62997e-13 -1.08918e-28 3.46855e-13 1.12238e-36 1.40951e-22 3.31118e-36
2.2115 -4.61449e-13 -8.7299e-29 3.45655e-13 1.64441e-35 1.34895e-22 1.16036e-36
2.212 -4.60025e-13 -9.2854e-29 3.44838e-13 -8.76024e-38 1.29449e-22 -7.05369e-36
2.2125 -4.58711e-13 -1.23058e-28 3.44355e-13 -8.21333e-36 1.24535e-22 -7.6991e-37
2.213 -4.57494e-13 -9.75518e-29 3.44163e-13 -3.8455e-37 1.20088e-22 -9.46075e-36
2.2135 -4.56363e-13 -7.05007e-29 3.44228e-13 1.06671e-35 1.16052e-22 8.70714e-36
2.214 -4.55309e-13 -9.20003e-29 3.4452e-13 -1.01461e-35 1.12378e-22 -3.80361e-37
2.2145 -4.54323e-13 -7.81538e-29 3.4501e-13 1.01569e-35 1.09026e-22 6.52587e-37
2.215 -4.53397e-13 -9.22336e-29 3.45679e-13 3.9357e-36 1.0596e-22 -6.40071e-37
2.2155 -4.52526e-13 -1.00918e-28 3.46504e-13 4.49948e-36 1.0315e-22 -2.35645e-36
2.216 -4.51702e-13 -1.03408e-28 3.4747e-13 3.71211e-36 1.00568e-22 7.49547e-36
2.2165 -4.5092e-13 -9.15457e-29 3.48561e-13 8.1666e-36 9.81927e-23 -5.90242e-36
2.217 -4.50176e-13 -9.90669e-29 3.49765e-13 1.05014e-36 9.60021e-23 8.03515e-36
2.2175 -4.49465e-13 -1.00932e-28 3.51069e-13 6.74723e-37 9.39787e-23 6.906e-36
2.218 -4.48783e-13 -7.83629e-29 3.52463e-13 -3.54293e-36 9.21066e-23 3.95226e-36
2.2185 -4.48128e-13 -7.81701e-29 3.53938e-13 9.75613e-36 9.0372e-23 -1.49708e-35
2.219 -4.47495e-13 -6.82198e-29 3.55486e-13 1.07119e-35 8.87624e-23 -5.58178e-36
2.2195 -4.46883e-13 -6.71096e-29 3.571e-13 2.34923e-36 8.72667e-23 6.0769e-36
2.22 -4.46288e-13 -9.49014e-29 3.58772e-13 1.22631e-36 8.58752e-23 -8.1958e-36
2.2205 -4.45708e-13 -6.99901e-29 3.60497e-13 -6.61169e-36 8.4579e-23 1.11189e-36
2.221 -4.45142e-13 -6.5489e-29 3.62269e-13 -2.01318e-35 8.33704e-23 7.71519e-36
2.2215 -4.44587e-13 -7.81562e-29 3.64084e-13 -8.68159e-36 8.22421e-23 -1.12238e-36
2.222 -4.44043e-13 -7.05038e-29 3.65937e-13 2.18439e-36 8.11879e-23 -1.00576e-35
2.2225 -4.43507e-13 -7.84138e-29 3.67824e-13 3.37827e-36 8.0202e-23 4.42992e-36
2.223 -4.42979e-13 -6.42112e-29 3.69741e-13 4.69072e-36 7.92793e-23 -9.04661e-36
2.2235 -4.42456e-13 -6.29901e-29 3.71686e-13 3.72037e-36 7.84151e-23 -4.88659e-36
2.224 -4.41939e-13 -6.79948e-29 3.73654e-13 3.06771e-36 7.76051e-23 -2.43724e-36
2.2245 -4.41427e-13 -8.35117e-29 3.75643e-13 3.19872e-36 7.68455e-23 -1.42512e-35
2.225 -4.40918e-13 -6.87165e-29 3.7765e-13 -8.02586e-36 7.6133e-23 -4.82387e-36
2.2255 -4.40413e-13 -6.20075e-29 3.79673e-13 4.30475e-36 7.54642e-23 1.4275e-35
2.226 -4.3991e-13 -5.64822e-29 3.8171e-13 1.46954e-35 7.48363e-23 1.21034e-35
2.2265 -4.39409e-13 -6.59683e-29 3.83758e-13 -7.22951e-36 7.42468e-23 -1.37469e-35
2.227 -4.38909e-13 -5.78442e-29 3.85817e-13 -4.42924e-36 7.36932e-23 8.40911e-36
2.2275 -4.38412e-13 -6.48604e-29 3.87882e-13 1.36286e-36 7.31736e-23 -4.02359e-36
2.228 -4.37915e-13 -5.60953e-29 3.89954e-13 -8.97473e-36 7.26859e-23 4.39833e-36
2.2285 -4.3742e-13 -4.85979e-29 3.92031e-13 -8.99961e-36 7.22284e-23 -1.60749e-35
2.229 -4.36926e-13 -4.99619e-29 3.94111e-13 -2.53881e-36 7.17997e-23 -1.28015e-35
2.2295 -4.36433e-13 -3.81805e-29 3.96193e-13 9.54673e-37 7.13984e-23 -2.5845e-36
2.23 -4.3594e-13 -5.91241e-29 3.98276e-13 -2.57803e-36 7.10233e-23 -9.0168e-36
2.2305 -4.35449e-13 -4.07443e-29 4.00359e-13 3.15221e-36 7.06736e-23 -6.6444e-37
2.231 -4.3496e-13 -5.49017e-29 4.02441e-13 2.06565e-36 7.03485e-23 9.46356e-36
2.2315 -4.34471e-13 -2.84052e-29 4.04521e-13 -1.70501e-35 7.00474e-23 4.42591e-36
2.232 -4.33985e-13 -4.32965e-29 4.06598e-13 6.03624e-36 6.97701e-23 1.77249e-35
2.2325 -4.335e-13 -6.27117e-29 4.08672e-13 7.223e-36 6.95166e-23 8.19956e-36
2.233 -4.33018e-13 -6.35592e-29 4.10742e-13 5.53104e-36 6.92872e-23 -5.50034e-36
2.2335 -4.32537e-13 -3.69232e-29 4.12809e-13 -3.88869e-36 6.90827e-23 7.48714e-36
2.234 -4.3206e-13 -7.78277e-29 4.14871e-13 -2.50282e-36 6.89045e-23 -1.37615e-35
2.2345 -4.31586e-13 -1.07354e-28 4.16931e-13 -6.40257e-36 6.87545e-23 4.49988e-36
2.235 -4.31115e-13 -2.5561e-29 4.18987e-13 2.59896e-36 6.86359e-23 7.75212e-36
2.2355 -4.30648e-13 -7.7037e-29 4.21041e-13 1.1392e-35 6.85528e-23 1.64896e-35
2.236 -4.30186e-13 -3.57067e-29 4.23096e-13 7.72859e-36 6.85116e-23 2.46761e-36
2.2365 -4.29728e-13 -6.25816e-29 4.25153e-13 6.93576e-36 6.85213e-23 -1.5687e-35
2.237 -4.29275e-13 -5.67343e-29 4.27217e-13 -3.83324e-36 6.8595e-23 1.48703e-35
2.2375 -4.28827e-13 -1.55719e-29 4.29294e-13 -1.15609e-35 6.87524e-23 1.58154e-35
2.238 -4.28386e-13 -2.45417e-29 4.31394e-13 -5.92485e-37 6.90236e-23 1.19344e-35
2.2385 -4.27951e-13 -4.51038e-29 4.33532e-13 2.32322e-36 6.94559e-23 -2.32762e-35
2.239 -4.27523e-13 -5.71362e-29 4.35734e-13 -5.25558e-36 7.0127e-23 4.95463e-36
2.2395 -4.27103e-13 -5.37764e-29 4.38044e-13 -1.21552e-36 7.11697e-23 1.21964e-35
2.24 -4.26694e-13 -6.10154e-29 4.4054e-13 -2.08651e-36 7.28238e-23 -2.57823e-36
2.2405 -4.263e-13 -3.18728e-29 4.43373e-13 -9.41478e-37 7.55471e-23 1.80071e-35
2.241 -4.25935e-13 -6.12808e-29 4.46844e-13 -3.54388e-36 8.0261e-23 2.48489e-36
2.2415 -4.25637e-13 -1.52491e-29 4.51563e-13 -2.31722e-36 8.88311e-23 -2.22715e-37
2.242 -4.25501e-13 -3.5903e-29 4.58478e-13 1.39394e-35 1.042e-22 -3.35821e-36
2.2425 -4.2566e-13 -6.18243e-29 4.66772e-13 -1.4551e-36 1.23997e-22 -9.1003e-37
2.243 -4.25806e-13 -4.99923e-29 4.68957e-13 -4.73028e-36 1.25363e-22 1.24735e-35
2.2435 -4.25458e-13 -9.12922e-29 4.64429e-13 -2.01715e-36 1.0611e-22 1.9089e-37
2.244 -4.24934e-13 -5.94274e-29 4.60966e-13 -6.03717e-36 8.99771e-23 7.82396e-36
2.2445 -4.24462e-13 -6.79683e-29 4.59764e-13 -2.69974e-36 8.07504e-23 -7.73752e-36
2.245 -4.24062e-13 -8.65859e-29 4.59875e-13 -4.71226e-36 7.55775e-23 -1.53302e-35
2.2455 -4.23718e-13 -3.69041e-29 4.60657e-13 -6.33471e-36 7.25102e-23 1.41826e-36
2.246 -4.23416e-13 -7.25879e-29 4.61793e-13 4.67891e-36 7.05733e-23 -1.29065e-35
2.2465 -4.23149e-13 -5.52337e-29 4.63123e-13 6.57323e-36 6.9281e-23 -1.09799e-35
2.247 -4.22911e-13 -6.102e-29 4.64564e-13 8.6154e-36 6.83787e-23 1.63912e-35
2.2475 -4.22701e-13 -4.29496e-29 4.66072e-13 3.13949e-36 6.77252e-23 1.77617e-35
2.248 -4.22515e-13 -4.69201e-29 4.67619e-13 3.84175e-36 6.72377e-23 3.79691e-36
2.2485 -4.22354e-13 -8.47364e-29 4.6919e-13 8.83844e-36 6.68655e-23 -1.55583e-35
2.249 -4.22216e-13 -5.89993e-29 4.70774e-13 7.53699e-36 6.65761e-23 1.002e-35
2.2495 -4.22102e-13 -8.66469e-29 4.72365e-13 1.35757e-35 6.63482e-23 -8.56263e-36
2.25 -4.22013e-13 -5.51593e-29 4.73958e-13 9.40612e-36 6.6167e-23 -2.84588e-36
2.2505 -4.21947e-13 -8.70295e-29 4.7555e-13 4.94742e-36 6.60223e-23 1.92431e-36
