# a Fx[N] Fy[N] Fz[N] Nx[Nm] Ny[Nm] Nz[Nm]
2.377 -6.73302e-13 -9.76551e-29 1.19027e-12 8.20046e-36 1.40415e-22 -3.18554e-35
2.3775 -6.69258e-13 -5.13002e-29 1.18987e-12 2.92006e-35 1.40288e-22 4.52569e-36
2.378 -6.65253e-13 -6.62096e-29 1.18944e-12 -5.96394e-37 1.4016e-22 3.04622e-35
2.3785 -6.6129e-13 -4.25037e-30 1.18898e-12 6.56643e-36 1.40031e-22 2.53805e-35
2.379 -6.5737e-13 -5.23541e-29 1.18848e-12 9.39083e-36 1.39902e-22 3.14853e-35
2.3795 -6.53496e-13 -9.0161e-29 1.18796e-12 -9.05248e-36 1.39773e-22 -3.43193e-35
2.38 -6.49671e-13 -3.49445e-29 1.18741e-12 1.29721e-35 1.39645e-22 8.62559e-37
2.3805 -6.45895e-13 -5.72668e-29 1.18684e-12 -1.79289e-35 1.39516e-22 1.62603e-36
2.381 -6.42171e-13 -7.99115e-29 1.18625e-12 -5.60381e-36 1.39389e-22 1.38492e-36
2.3815 -6.38501e-13 -2.64771e-29 1.18564e-12 -1.01878e-35 1.39262e-22 -1.5285e-35
2.382 -6.34886e-13 6.2087e-28 1.18501e-12 2.12598e-35 1.39136e-22 2.96178e-35
2.3825 -6.31329e-13 -2.18809e-29 1.18436e-12 -3.457e-37 1.39012e-22 -3.99446e-35
2.383 -6.27831e-13 -7.14508e-29 1.1837e-12 1.61755e-35 1.38889e-22 3.68041e-35
2.3835 -6.24394e-13 -6.73689e-30 1.18303e-12 1.55373e-35 1.38768e-22 -1.38279e-35
2.384 -6.2102e-13 -2.3209e-29 1.18234e-12 -2.67778e-35 1.38649e-22 -4.32316e-35
2.3845 -6.17709e-13 -1.56708e-29 1.18165e-12 -2.15619e-37 1.38532e-22 -4.3854e-35
2.385 -6.14464e-13 -4.59223e-29 1.18095e-12 -6.15083e-36 1.38417e-22 -2.27081e-35
2.3855 -6.11286e-13 -1.15299e-28 1.18025e-12 -7.33413e-36 1.38305e-22 1.32461e-35
2.386 -6.08176e-13 -4.15659e-29 1.17955e-12 8.39483e-36 1.38196e-22 -9.52949e-36
2.3865 -6.05136e-13 -6.26559e-29 1.17884e-12 1.64594e-36 1.38091e-22 -2.23964e-35
2.387 -6.02167e-13 -1.36965e-28 1.17814e-12 1.30148e-35 1.37988e-22 -8.23754e-35
2.3875 -5.9927e-13 -2.00926e-29 1.17744e-12 -9.6944e-37 1.37889e-22 -6.79434e-35
2.388 -5.96447e-13 -8.01393e-29 1.17674e-12 -1.4734e-36 1.37794e-22 -4.0856e-35
2.3885 -5.93697e-13 -3.78394e-29 1.17605e-12 -2.15101e-35 1.37703e-22 -4.47558e-35
2.389 -5.91024e-13 -7.6623e-29 1.17537e-12 1.99099e-35 1.37616e-22 -1.14122e-35
2.3895 -5.88427e-13 -7.13609e-29 1.1747e-12 -1.97787e-35 1.37534e-22 -2.12004e-36
2.39 -5.85907e-13 -6.77815e-29 1.17404e-12 8.559e-37 1.37456e-22 -6.00999e-35
2.3905 -5.83467e-13 -3.69316e-29 1.17339e-12 -2.26119e-35 1.37384e-22 6.17322e-35
2.391 -5.81105e-13 -3.93714e-29 1.17276e-12 3.50702e-35 1.37316e-22 -4.69501e-36
2.3915 -5.78823e-13 -5.05738e-29 1.17214e-12 -2.77497e-35 1.37254e-22 1.47625e-36
2.392 -5.76623e-13 -7.36169e-29 1.17154e-12 3.1784e-35 1.37198e-22 -8.05592e-35
2.3925 -5.74504e-13 -5.11773e-29 1.17097e-12 5.31501e-36 1.37147e-22 -4.47202e-35
2.393 -5.72468e-13 5.75507e-30 1.17041e-12 -3.07488e-35 1.37103e-22 -2.93064e-35
2.3935 -5.70515e-13 -4.83868e-29 1.16988e-12 1.46546e-35 1.37064e-22 -1.07715e-37
2.394 -5.68645e-13 3.21638e-29 1.16937e-12 -3.05885e-35 1.37033e-22 -5.79784e-35
2.3945 -5.6686e-13 -1.03391e-28 1.16888e-12 1.81343e-36 1.37008e-22 7.38666e-37
2.395 -5.6516e-13 -4.22763e-29 1.16843e-12 -2.87079e-35 1.3699e-22 9.91335e-36
2.3955 -5.63545e-13 -5.3e-29 1.168e-12 -2.17003e-35 1.36979e-22 -1.12051e-37
2.396 -5.62016e-13 -2.40291e-29 1.1676e-12 6.85768e-36 1.36976e-22 -7.29945e-36
2.3965 -5.60573e-13 -4.78163e-29 1.16723e-12 -2.37121e-35 1.36981e-22 1.15382e-35
2.397 -5.59217e-13 -4.86187e-29 1.1669e-12 6.73666e-35 1.36993e-22 -3.31773e-35
2.3975 -5.57948e-13 -1.03037e-28 1.1666e-12 5.03873e-35 1.37014e-22 4.00864e-35
2.398 -5.56766e-13 2.70345e-29 1.16634e-12 5.39812e-35 1.37043e-22 -2.90109e-36
2.3985 -5.55672e-13 -1.3187e-29 1.16611e-12 1.33889e-35 1.37082e-22 5.37525e-36
2.399 -5.54665e-13 -5.18392e-29 1.16592e-12 1.42587e-35 1.37129e-22 -2.22697e-35
2.3995 -5.53747e-13 -1.66439e-29 1.16577e-12 1.55511e-35 1.37185e-22 2.56863e-35
2.4 -5.52918e-13 -5.45009e-29 1.16566e-12 4.20169e-35 1.37252e-22 4.21611e-35
2.4005 -5.52177e-13 -2.79166e-29 1.1656e-12 1.7948e-35 1.37328e-22 -2.49259e-35
2.401 -5.51524e-13 -7.22314e-29 1.16557e-12 -2.21358e-36 1.37414e-22 -5.37991e-35
2.4015 -5.5096e-13 -6.46439e-29 1.16559e-12 1.8264e-35 1.37511e-22 -6.48415e-36
2.402 -5.50485e-13 -1.50845e-29 1.16566e-12 7.51801e-36 1.37619e-22 -1.38458e-35
2.4025 -5.50099e-13 -3.71433e-29 1.16577e-12 5.33446e-35 1.37739e-22 -2.06077e-35
2.403 -5.49802e-13 -8.10077e-29 1.16594e-12 3.88085e-36 1.3787e-22 -3.06455e-35
2.4035 -5.49593e-13 -6.49568e-29 1.16615e-12 -1.31611e-35 1.38013e-22 7.37159e-36
2.404 -5.49473e-13 -3.12913e-29 1.16641e-12 4.66779e-35 1.38169e-22 -1.46173e-35
2.4045 -5.49442e-13 -4.92933e-29 1.16672e-12 -4.12123e-35 1.38337e-22 5.78422e-36
2.405 -5.495e-13 -1.00234e-28 1.16709e-12 1.42882e-35 1.3852e-22 -3.7993e-35
2.4055 -5.49645e-13 -1.08248e-28 1.16751e-12 -2.49485e-36 1.38716e-22 -3.5738e-36
2.406 -5.49879e-13 -4.84074e-28 1.16798e-12 6.79003e-36 1.38926e-22 -4.92184e-35
2.4065 -5.502e-13 2.98013e-29 1.16852e-12 -1.25167e-35 1.39152e-22 -4.6024e-35
2.407 -5.50609e-13 -2.99665e-29 1.1691e-12 -1.76977e-35 1.39394e-22 1.53254e-35
2.4075 -5.51105e-13 -4.7748e-29 1.16975e-12 4.34277e-35 1.39652e-22 2.61461e-36
2.408 -5.51688e-13 -5.25301e-29 1.17046e-12 3.96589e-35 1.39927e-22 2.84763e-35
2.4085 -5.52357e-13 -3.82337e-29 1.17123e-12 -1.39871e-36 1.4022e-22 -2.52236e-35
2.409 -5.53111e-13 -5.12317e-29 1.17206e-12 1.48335e-36 1.40532e-22 3.93024e-36
2.4095 -5.53951e-13 7.25447e-30 1.17295e-12 -3.75852e-35 1.40864e-22 -6.22195e-36
2.41 -5.54875e-13 -7.01415e-29 1.17391e-12 3.36103e-35 1.41217e-22 -5.83851e-36
2.4105 -5.55883e-13 1.22546e-29 1.17493e-12 1.42613e-35 1.41592e-22 -3.43967e-35
2.411 -5.56973e-13 -3.9801e-29 1.17602e-12 8.12034e-36 1.4199e-22 1.60447e-35
2.4115 -5.58145e-13 -2.67629e-29 1.17718e-12 3.18251e-37 1.42413e-22 1.71307e-35
2.412 -5.59398e-13 -2.54421e-29 1.17841e-12 -7.25091e-36 1.42863e-22 -8.26414e-36
2.4125 -5.60731e-13 -6.60993e-29 1.17971e-12 7.46038e-36 1.43341e-22 5.89572e-35
2.413 -5.62142e-13 -7.65775e-29 1.18108e-12 -5.7865e-35 1.4385e-22 3.92958e-35
2.4135 -5.6363e-13 -5.62355e-29 1.18253e-12 -3.24852e-35 1.44391e-22 4.16049e-35
2.414 -5.65194e-13 -8.2168e-29 1.18405e-12 -4.39897e-35 1.44967e-22 7.1051e-36
2.4145 -5.6683e-13 -7.24175e-29 1.18565e-12 -5.7028e-36 1.45582e-22 8.64828e-36
2.415 -5.68539e-13 -7.67754e-29 1.18733e-12 5.33951e-35 1.46238e-22 1.62171e-35
2.4155 -5.70316e-13 -4.17247e-29 1.18909e-12 3.78672e-35 1.4694e-22 -4.464e-35
2.416 -5.72161e-13 -2.07358e-29 1.19093e-12 -1.09287e-35 1.47691e-22 4.31413e-35
2.4165 -5.74069e-13 -9.98419e-29 1.19286e-12 6.23768e-35 1.48498e-22 4.33826e-35
2.417 -5.76039e-13 -3.95999e-29 1.19488e-12 -2.31061e-36 1.49366e-22 2.06534e-35
2.4175 -5.78065e-13 -6.86258e-29 1.19698e-12 3.69598e-35 1.50302e-22 -4.70613e-37
2.418 -5.80145e-13 -7.135e-29 1.19918e-12 2.55906e-36 1.51315e-22 4.70047e-35
2.4185 -5.82273e-13 -7.49484e-29 1.20148e-12 2.15339e-37 1.52413e-22 3.62676e-35
2.419 -5.84444e-13 -1.12581e-28 1.20389e-12 2.92324e-35 1.5361e-22 -2.55347e-35
2.4195 -5.86653e-13 -5.26323e-29 1.2064e-12 -2.3803e-35 1.54919e-22 -4.08946e-35
2.42 -5.88891e-13 -8.61851e-29 1.20902e-12 1.96802e-35 1.56356e-22 -4.75293e-35
2.4205 -5.91152e-13 -8.83593e-29 1.21176e-12 -2.96046e-35 1.57942e-22 -2.14816e-35
2.421 -5.93425e-13 -7.38468e-29 1.21463e-12 -1.08634e-35 1.59703e-22 4.19328e-36
2.4215 -5.95699e-13 -6.80734e-29 1.21764e-12 2.23904e-35 1.61669e-22 9.77395e-36
2.422 -5.97962e-13 -1.24521e-28 1.22079e-12 -3.8246e-35 1.63878e-22 5.13128e-36
2.4225 -6.00197e-13 -6.04773e-29 1.22412e-12 1.71308e-35 1.6638e-22 3.31973e-35
2.423 -6.02387e-13 -1.20822e-28 1.22762e-12 2.32969e-35 1.69236e-22 -2.94455e-35
2.4235 -6.04508e-13 -1.48239e-28 1.23134e-12 4.06969e-35 1.72526e-22 -1.98878e-35
2.424 -6.06533e-13 -1.531e-28 1.23529e-12 2.05126e-36 1.76353e-22 -3.22014e-35
2.4245 -6.08429e-13 -4.95754e-29 1.23953e-12 -4.25527e-35 1.80856e-22 5.50724e-35
2.425 -6.10155e-13 -1.18107e-28 1.24411e-12 -1.93182e-35 1.86219e-22 2.74439e-35
2.4255 -6.11657e-13 -6.64849e-29 1.24909e-12 2.02215e-35 1.92696e-22 2.07521e-35
2.426 -6.12871e-13 -8.75586e-29 1.2546e-12 6.5329e-35 2.00643e-22 1.15093e-35
2.4265 -6.13712e-13 -1.32863e-28 1.26078e-12 1.54278e-35 2.10565e-22 -1.43765e-35
2.427 -6.1407e-13 -1.26288e-28 1.26784e-12 -3.39568e-35 2.23206e-22 -3.67504e-35
2.4275 -6.13805e-13 -5.59644e-29 1.27613e-12 -7.82631e-36 2.39687e-22 -1.14014e-35
2.428 -6.12732e-13 -1.33264e-28 1.28614e-12 2.27046e-35 2.61752e-22 -5.31053e-35
2.4285 -6.10616e-13 -1.62102e-28 1.29872e-12 2.38475e-35 2.92228e-22 -1.76977e-35
2.429 -6.07173e-13 -1.74788e-28 1.31524e-12 1.33209e-35 3.35872e-22 -1.22305e-35
2.4295 -6.02124e-13 -7.52156e-29 1.33813e-12 1.90424e-36 4.01054e-22 -2.1488e-35
2.43 -5.95447e-13 -9.15729e-29 1.37184e-12 7.78393e-36 5.03096e-22 3.80144e-36
2.4305 -5.88297e-13 -1.57782e-28 1.42452e-12 -3.22978e-35 6.70433e-22 -8.12224e-37
2.431 -5.86221e-13 -1.07649e-28 1.50983e-12 7.21527e-36 9.51128e-22 1.68246e-36
2.4315 -6.07576e-13 -1.97508e-28 1.63819e-12 4.52518e-35 1.38398e-21 1.39048e-35
2.432 -6.83605e-13 -1.27842e-28 1.75942e-12 7.868e-37 1.80006e-21 2.80412e-35
2.4325 -7.88754e-13 3.16294e-29 1.73931e-12 3.3515e-35 1.73132e-21 -1.71128e-35
2.433 -8.4292e-13 -1.56688e-30 1.61101e-12 2.59438e-35 1.28037e-21 4.91422e-36
2.4335 -8.50497e-13 5.44244e-29 1.5017e-12 -4.54671e-35 8.87908e-22 4.88349e-35
2.434 -8.43345e-13 1.56568e-29 1.43548e-12 -5.76752e-35 6.4201e-22 5.19644e-36
2.4345 -8.34757e-13 1.44424e-31 1.39791e-12 1.50964e-35 4.94741e-22 7.24016e-36
2.435 -8.28028e-13 -2.12266e-29 1.37662e-12 2.54248e-36 4.03843e-22 2.27743e-35
2.4355 -8.23526e-13 -5.58755e-29 1.36463e-12 -1.96561e-35 3.45175e-22 3.50845e-35
2.436 -8.20945e-13 -3.48443e-29 1.35817e-12 1.27583e-35 3.0566e-22 2.01076e-36
2.4365 -8.19902e-13 4.22569e-29 1.35515e-12 3.03721e-35 2.7805e-22 8.13522e-35
2.437 -8.2007e-13 -4.58218e-29 1.35438e-12 2.53244e-35 2.5816e-22 3.1006e-35
2.4375 -8.21196e-13 6.26285e-29 1.35514e-12 3.00294e-37 2.43468e-22 2.17426e-35
2.438 -8.23086e-13 -1.2635e-28 1.35698e-12 -7.29587e-35 2.32392e-22 1.24321e-35
2.4385 -8.25595e-13 3.30367e-29 1.35961e-12 5.03311e-35 2.23907e-22 5.29525e-35
2.439 -8.28611e-13 -4.30532e-29 1.36284e-12 -3.06752e-35 2.17322e-22 -5.92024e-35
2.4395 -8.32048e-13 -9.8666e-29 1.36652e-12 -9.1017e-36 2.12163e-22 2.4519e-35
2.44 -8.35841e-13 -2.82124e-29 1.37056e-12 8.07976e-35 2.08095e-22 -3.06674e-35
2.4405 -8.39934e-13 -1.03511e-29 1.3749e-12 1.47773e-35 2.04876e-22 2.99958e-35
2.441 -8.44286e-13 -4.49338e-29 1.37948e-12 2.86508e-35 2.02328e-22 1.26749e-35
2.4415 -8.48862e-13 -6.82688e-30 1.38426e-12 -4.45437e-36 2.00317e-22 -2.28788e-35
2.442 -8.53633e-13 -1.08779e-28 1.38921e-12 2.19419e-35 1.98743e-22 3.25289e-35
2.4425 -8.58576e-13 -4.28761e-29 1.39432e-12 1.136e-35 1.97526e-22 -9.71389e-36
2.443 -8.6367e-13 -4.71467e-29 1.39955e-12 -2.75803e-35 1.96606e-22 -1.49247e-35
2.4435 -8.68899e-13 -2.45147e-29 1.40491e-12 -2.6308e-35 1.95934e-22 2.53e-35
2.444 -8.74246e-13 -8.69956e-29 1.41036e-12 9.06566e-36 1.95473e-22 9.02688e-35
2.4445 -8.79699e-13 -9.25426e-29 1.41591e-12 2.30349e-35 1.9519e-22 2.29772e-35
2.445 -8.85247e-13 -4.0148e-29 1.42155e-12 -1.48084e-36 1.9506e-22 3.28219e-36
2.4455 -8.90878e-13 -1.81373e-29 1.42726e-12 -1.0295e-34 1.95063e-22 -4.23068e-36
2.446 -8.96584e-13 -6.14307e-29 1.43305e-12 5.24162e-35 1.95182e-22 -3.82348e-35
2.4465 -9.02355e-13 -4.26572e-29 1.43889e-12 6.40348e-35 1.95401e-22 -1.8359e-35
2.447 -9.08183e-13 -5.7687e-29 1.4448e-12 1.78583e-37 1.95708e-22 7.15094e-36
2.4475 -9.1406e-13 -4.89917e-29 1.45076e-12 6.19852e-36 1.96094e-22 8.55378e-36
2.448 -9.1998e-13 -4.10747e-29 1.45677e-12 -1.88836e-35 1.9655e-22 8.99439e-35
2.4485 -9.25934e-13 1.52174e-29 1.46282e-12 8.62913e-36 1.97067e-22 2.12859e-35
2.449 -9.31917e-13 -4.5205e-29 1.46892e-12 7.07572e-35 1.97641e-22 2.81678e-35
2.4495 -9.37922e-13 -4.90174e-29 1.47504e-12 -6.99732e-36 1.98264e-22 -3.62437e-35
2.45 -9.43941e-13 -1.05824e-28 1.4812e-12 1.76789e-35 1.98931e-22 -1.35448e-35
2.4505 -9.4997e-13 -1.0283e-28 1.48739e-12 -3.29669e-35 1.9964e-22 -3.3106e-35
2.451 -9.56001e-13 -1.94999e-29 1.4936e-12 -3.02761e-35 2.00385e-22 -6.82085e-36
2.4515 -9.62028e-13 -4.63504e-29 1.49983e-12 -2.96779e-35 2.01163e-22 -3.53033e-36
2.452 -9.68045e-13 -1.1309e-28 1.50607e-12 -2.66816e-35 2.01971e-22 3.02926e-35
2.4525 -9.74046e-13 -1.25096e-28 1.51232e-12 3.13278e-35 2.02806e-22 -4.43059e-35
2.453 -9.80024e-13 -8.59599e-29 1.51858e-12 7.47946e-35 2.03666e-22 -7.31583e-36
2.4535 -9.85974e-13 -4.19227e-29 1.52484e-12 4.06468e-36 2.04548e-22 -8.70293e-36
2.454 -9.91889e-13 1.54712e-29 1.5311e-12 -1.83873e-35 2.05449e-22 6.82356e-35
2.4545 -9.97763e-13 -7.53788e-29 1.53735e-12 -1.43868e-36 2.06369e-22 -3.52909e-35
2.455 -1.00359e-12 3.12781e-29 1.54358e-12 2.39319e-35 2.07305e-22 9.25e-35
2.4555 -1.00936e-12 -4.01423e-29 1.5498e-12 -2.67053e-35 2.08255e-22 -5.3348e-35
2.456 -1.01508e-12 -6.90239e-29 1.556e-12 3.16067e-35 2.09218e-22 1.2993e-35
2.4565 -1.02072e-12 -8.30768e-29 1.56217e-12 3.68541e-35 2.10191e-22 -1.71449e-35
2.457 -1.0263e-12 -1.31471e-28 1.5683e-12 5.219e-35 2.11174e-22 3.23356e-35
2.4575 -1.03179e-12 -9.12398e-29 1.5744e-12 -4.67506e-35 2.12165e-22 3.52798e-35
2.458 -1.0372e-12 -7.97285e-29 1.58046e-12 -1.22443e-35 2.13162e-22 2.46914e-35
2.4585 -1.04252e-12 -6.61001e-29 1.58647e-12 2.46718e-35 2.14165e-22 1.05921e-35
2.459 -1.04774e-12 -2.53474e-29 1.59243e-12 1.04181e-35 2.15171e-22 -3.79209e-36
2.4595 -1.05286e-12 -9.62365e-29 1.59832e-12 3.42446e-35 2.1618e-22 1.7266e-35
2.46 -1.05786e-12 -4.13599e-29 1.60416e-12 -2.16377e-35 2.1719e-22 -1.09862e-35
2.4605 -1.06275e-12 -4.4077e-29 1.60992e-12 -1.0709e-35 2.182e-22 5.6988e-35
2.461 -1.06752e-12 -4.12918e-29 1.61561e-12 5.61299e-35 2.1921e-22 1.11161e-35
2.4615 -1.07215e-12 -6.33965e-29 1.62122e-12 -3.42667e-35 2.20217e-22 -1.68245e-35
2.462 -1.07666e-12 -1.32067e-28 1.62674e-12 -2.9977e-35 2.21221e-22 3.03217e-35
2.4625 -1.08102e-12 -8.67575e-29 1.63217e-12 -1.26733e-36 2.22221e-22 1.52787e-35
2.463 -1.08523e-12 -8.98446e-29 1.63751e-12 -3.06024e-35 2.23215e-22 1.52731e-35
2.4635 -1.08929e-12 -1.24889e-28 1.64274e-12 4.55794e-35 2.24203e-22 3.53855e-36
2.464 -1.09319e-12 -1.16799e-28 1.64786e-12 -4.97225e-35 2.25184e-22 5.92967e-35
2.4645 -1.09693e-12 -7.64178e-29 1.65287e-12 -4.74298e-36 2.26157e-22 -2.75302e-35
2.465 -1.10049e-12 -1.29838e-28 1.65776e-12 -3.61222e-35 2.27122e-22 -3.36608e-36
2.4655 -1.10388e-12 -6.72495e-29 1.66252e-12 3.47169e-35 2.28077e-22 1.123e-35
2.466 -1.10709e-12 -6.83995e-29 1.66715e-12 -5.67805e-35 2.29023e-22 -1.02918e-34
2.4665 -1.11012e-12 -8.4402e-29 1.67165e-12 -8.47088e-36 2.29959e-22 5.24123e-35
2.467 -1.11295e-12 -2.40771e-29 1.67601e-12 -1.45801e-35 2.30885e-22 1.54227e-35
2.4675 -1.11559e-12 -7.21149e-29 1.68022e-12 -3.91672e-35 2.31803e-22 -5.35343e-36
2.468 -1.11802e-12 -3.05693e-29 1.68429e-12 -1.85553e-35 2.32713e-22 1.87511e-35
2.4685 -1.12025e-12 -9.99411e-29 1.68819e-12 1.50903e-35 2.33618e-22 4.75024e-35
2.469 -1.12227e-12 -8.9328e-29 1.69194e-12 3.40733e-35 2.34523e-22 4.34965e-35
2.4695 -1.12407e-12 -1.04461e-28 1.69553e-12 -1.97395e-36 2.35434e-22 -2.65186e-35
2.47 -1.12566e-12 -1.13035e-28 1.69896e-12 -2.31644e-36 2.36363e-22 -1.42535e-35
2.4705 -1.12702e-12 -6.94623e-29 1.70222e-12 -8.33156e-35 2.37332e-22 2.16866e-35
2.471 -1.12814e-12 -6.65743e-29 1.70531e-12 -2.09592e-35 2.3838e-22 3.97747e-35
2.4715 -1.12903e-12 -7.13711e-29 1.70825e-12 -2.89236e-35 2.39583e-22 5.50355e-35
2.472 -1.12965e-12 -2.95468e-29 1.71106e-12 -4.84708e-35 2.41111e-22 7.63343e-36
2.4725 -1.13e-12 -3.39299e-29 1.71379e-12 3.00114e-35 2.43382e-22 -1.9339e-35
2.473 -1.13004e-12 -1.4188e-28 1.71661e-12 -1.25209e-36 2.47656e-22 4.57554e-35
2.4735 -1.12974e-12 -1.13034e-28 1.72019e-12 4.87173e-35 2.58669e-22 -4.85648e-35
2.474 -1.12997e-12 -6.29261e-29 1.72655e-12 -3.66198e-36 2.90864e-22 -4.36968e-35
2.4745 -1.13211e-12 -1.14425e-28 1.72721e-12 3.64706e-35 2.84553e-22 1.13441e-35
2.475 -1.13134e-12 -5.79923e-29 1.72487e-12 1.04546e-35 2.57805e-22 -2.16769e-35
2.4755 -1.13006e-12 -2.71606e-29 1.72499e-12 4.10126e-35 2.49772e-22 -3.04586e-35
2.476 -1.12871e-12 -1.93167e-29 1.72565e-12 2.48447e-35 2.47115e-22 -1.40413e-35
2.4765 -1.12721e-12 -8.31664e-29 1.72635e-12 -5.37426e-35 2.46127e-22 -6.74234e-35
2.477 -1.12553e-12 8.00916e-30 1.72693e-12 2.20111e-35 2.4578e-22 7.70202e-35
2.4775 -1.12366e-12 -1.60981e-29 1.72734e-12 -6.15257e-35 2.45716e-22 -4.26777e-35
2.478 -1.12158e-12 -2.94226e-29 1.72757e-12 3.47071e-35 2.45787e-22 -9.27582e-35
2.4785 -1.11928e-12 -8.45926e-29 1.72761e-12 -1.82399e-35 2.45921e-22 -5.02404e-35
2.479 -1.11677e-12 -6.37253e-29 1.72744e-12 -1.31623e-35 2.46083e-22 -8.50736e-35
2.4795 -1.11405e-12 -9.63479e-29 1.72707e-12 -8.17699e-36 2.46252e-22 -4.17423e-35
2.48 -1.11111e-12 -4.46295e-29 1.72649e-12 1.35275e-35 2.46416e-22 1.27007e-34
2.4805 -1.10796e-12 -3.72414e-29 1.72571e-12 1.52317e-35 2.46567e-22 -9.93509e-35
2.481 -1.1046e-12 -1.14106e-29 1.72473e-12 -4.50983e-35 2.46699e-22 2.46247e-35
2.4815 -1.10104e-12 -8.28376e-29 1.72354e-12 3.37224e-35 2.46811e-22 1.38505e-34
2.482 -1.09727e-12 -1.32482e-28 1.72216e-12 -3.53054e-35 2.46899e-22 -2.4104e-35
2.4825 -1.0933e-12 -5.08409e-29 1.72057e-12 5.66541e-37 2.46962e-22 -4.24797e-35
2.483 -1.08914e-12 -6.57565e-29 1.71879e-12 -8.7099e-38 2.46999e-22 9.21468e-37
2.4835 -1.08479e-12 -5.39659e-29 1.71682e-12 1.21458e-35 2.4701e-22 7.21187e-35
2.484 -1.08026e-12 -4.89612e-29 1.71465e-12 -1.02655e-35 2.46993e-22 -9.72655e-35
2.4845 -1.07554e-12 -3.57575e-29 1.7123e-12 -2.73308e-36 2.46949e-22 3.55522e-35
2.485 -1.07065e-12 -9.11432e-29 1.70976e-12 4.1944e-35 2.46877e-22 -6.09005e-35
2.4855 -1.06559e-12 -6.15847e-29 1.70704e-12 1.59168e-35 2.46778e-22 -9.83165e-35
2.486 -1.06037e-12 -1.24672e-28 1.70414e-12 4.15558e-36 2.46652e-22 -4.97284e-35
2.4865 -1.05498e-12 4.17748e-29 1.70107e-12 -1.15446e-35 2.465e-22 -7.02901e-35
2.487 -1.04945e-12 -6.5841e-29 1.69783e-12 -1.84293e-35 2.4632e-22 -1.575e-35
2.4875 -1.04377e-12 -1.38958e-29 1.69443e-12 1.8523e-35 2.46114e-22 -2.37065e-35
2.488 -1.03794e-12 8.7173e-30 1.69086e-12 1.64813e-35 2.45882e-22 -2.56956e-35
2.4885 -1.03199e-12 -1.64865e-29 1.68714e-12 8.41256e-36 2.45625e-22 -2.7164e-35
2.489 -1.0259e-12 -2.00959e-29 1.68327e-12 1.19913e-35 2.45343e-22 -6.09617e-35
2.4895 -1.0197e-12 -3.62637e-29 1.67925e-12 6.2734e-36 2.45037e-22 -1.14977e-35
2.49 -1.01338e-12 -6.28327e-29 1.67509e-12 9.4431e-36 2.44707e-22 2.17378e-35
2.4905 -1.00695e-12 2.45458e-29 1.6708e-12 2.88238e-35 2.44354e-22 -2.70701e-35
2.491 -1.00042e-12 -2.24471e-29 1.66637e-12 -2.98881e-35 2.43978e-22 5.89395e-36
2.4915 -9.93795e-13 -8.43509e-29 1.66182e-12 2.0758e-35 2.43581e-22 7.4594e-35
2.492 -9.87081e-13 -4.31892e-29 1.65715e-12 4.44935e-36 2.43162e-22 3.8626e-35
2.4925 -9.80284e-13 1.09167e-29 1.65237e-12 2.44558e-35 2.42723e-22 2.16143e-35
2.493 -9.73412e-13 -8.65086e-29 1.64747e-12 -7.1068e-36 2.42264e-22 -2.75185e-35
2.4935 -9.66471e-13 -5.90587e-29 1.64248e-12 -1.62413e-35 2.41787e-22 5.72933e-36
2.494 -9.59467e-13 -5.39864e-29 1.63738e-12 5.58701e-36 2.4129e-22 5.34057e-35
2.4945 -9.52407e-13 -4.89223e-29 1.63219e-12 7.42894e-36 2.40777e-22 1.52678e-35
2.495 -9.45297e-13 -9.76797e-29 1.62692e-12 -1.37362e-35 2.40247e-22 -2.28563e-35
2.4955 -9.38143e-13 -4.82577e-29 1.62156e-12 -1.87664e-35 2.397e-22 -5.89087e-35
2.496 -9.30951e-13 -1.05141e-28 1.61613e-12 7.65417e-36 2.39139e-22 -2.43891e-35
2.4965 -9.23728e-13 -3.13865e-29 1.61063e-12 -1.38545e-35 2.38563e-22 4.86683e-36
2.497 -9.1648e-13 -6.45707e-31 1.60506e-12 4.77e-35 2.37973e-22 6.10472e-35
2.4975 -9.09212e-13 -7.13298e-29 1.59944e-12 1.39369e-36 2.37371e-22 -1.71834e-35
2.498 -9.01929e-13 -8.78002e-29 1.59376e-12 1.07465e-35 2.36756e-22 2.63368e-37
2.4985 -8.94639e-13 -7.69024e-29 1.58803e-12 -1.71724e-35 2.3613e-22 8.13203e-35
2.499 -8.87346e-13 -5.29361e-29 1.58225e-12 3.27414e-35 2.35494e-22 -5.07e-35
2.4995 -8.80055e-13 -5.24849e-29 1.57644e-12 6.56011e-36 2.34847e-22 1.14698e-34
